T             MC_cycles-ac                  N_spins                    <M>/N                  <M^2>/N                    <M^4>                    Gamma
0.01                    10000                      256                        0                        1                        1                        1
0.141447368421053                    10000                      256                        0         1.00000152587891         1.00000000002328        0.999996948272455
0.272894736842105                    10000                      256                        0         1.00000152588123         1.00000000002328        0.999996948267799
0.404342105263158                    10000                      256                        0         1.00000152588123         1.00000000002328        0.999996948267799
0.535789473684211                    10000                      256            2.0390625e-05        0.999999813845102        0.999996602597088        0.999996974905723
0.667236842105263                    10000                      256     1.88296508789063e-06        0.999977249755575        0.999951839973591        0.999997339823829
0.798684210526316                    10000                      256    -1.97648894667625e-05        0.999811830409622        0.999623676363527        0.999999980129011
0.930131578947369                    10000                      256     6.81954043400521e-05        0.999229796465806        0.998470114960513         1.00000994412752
1.06157894736842                    10000                      256    -2.79421111701797e-05        0.997662600143122        0.995368392227219         1.00003790549639
1.19302631578947                    10000                      256    -0.000216339039887176         0.99432065988556        0.988774536929321         1.00010211889612
1.32447368421053                    10000                      256    -0.000116959507437456        0.988237155640655        0.976840773537903         1.00023356009483
1.45592105263158                    10000                      256     0.000120579312692407        0.978031398066949        0.957021898106431         1.00049812846716
1.58736842105263                    10000                      256     -0.00044995289870598        0.961865291185605        0.926132216424873          1.0010239878541
1.71881578947368                    10000                      256     0.000319433612148943        0.937571988319841        0.880880927292848         1.00209284154278
1.85026315789474                    10000                      256    -0.000406984596245254        0.900661976885968        0.814769118062614         1.00440970999397
1.98171052631579                    10000                      256     0.000657887896642092        0.843495962313808        0.719354043496632          1.0110594042152
2.11315789473684                    10000                      256    -0.000273727387540374        0.750437833093204        0.582241836686678         1.03388912388032
2.24460526315789                    10000                      256     -0.00134034129976076        0.585564801693471        0.387222528923858          1.1293035417872
2.37605263157895                    10000                      256      0.00292689830417978        0.362950513251956        0.186339295959138         1.41452172023102
2.5075                    10000                      256     -0.00075955980534993        0.196151653061696        0.072293478494937         1.87894979887638
