T             MC_cycles-ac                  N_spins                    <M>/N                  <M^2>/N                    <M^4>                    Gamma
7.5025                    10000                      256             0.0010659375      0.00733223266601563     0.000157310598120093         2.92607536170623
7.63394736842105                    10000                      256     -0.00157270861816406      0.00719848286778666     0.000156121976379243         3.01288177045453
7.7653947368421                    10000                      256      0.00515649503569603      0.00705486266858348      0.00014543921489632         2.92216270261122
7.89684210526316                    10000                      256     -0.00439564199412668      0.00718987404611613      0.00015187885701995         2.93802005112111
8.02828947368421                    10000                      256     -0.00228960767265396      0.00698226866130683     0.000144100048061271         2.95577257202693
8.15973684210526                    10000                      256      0.00198449624700287      0.00728432522929178     0.000154959660511094         2.92038426989825
8.29118421052632                    10000                      256      0.00279788456884649      0.00723567944995915     0.000154627017941209         2.95343041338492
8.42263157894737                    10000                      256     0.000549921048659706      0.00669524846752846     0.000137402189563835          3.0652101566345
8.55407894736842                    10000                      256     -0.00199845706209037       0.0064318772815681     0.000125780719335596         3.04045496398016
8.68552631578947                    10000                      256      0.00197593810271012      0.00684534062481275     0.000138179477977701         2.94885501664836
8.81697368421053                    10000                      256      0.00100897497582137      0.00686777228598118      0.00013600880090469         2.88360146848181
8.94842105263158                    10000                      256    -0.000418199619150069      0.00675166697352949     0.000134498021531292         2.95048812349762
9.07986842105263                    10000                      256      0.00496014914077377      0.00660439262644497     0.000130354188385757         2.98854102699673
9.21131578947368                    10000                      256    -0.000170953066741885      0.00629131806090184      0.00010993974667346         2.77761116023669
9.34276315789474                    10000                      256    -3.71761535416959e-05      0.00622351240740671     0.000112204958165762         2.89694952763297
9.47421052631579                    10000                      256      0.00321412610306502      0.00615699496995912     0.000108390519956877         2.85926035135601
9.60565789473684                    10000                      256      0.00355141176800901      0.00669929162139125      0.00012810864746823         2.85443843051315
9.73710526315789                    10000                      256      0.00491544977022188      0.00626584396254215     0.000113378456610444         2.88782844427038
9.86855263157895                    10000                      256     -0.00139753302743351      0.00587263590369257     0.000112365756894308         3.25812565549863
10                    10000                      256      0.00126656346366116      0.00609783427831406     0.000108591448108488         2.92041378696754
