T             MC_cycles-ac                  N_spins                    <M>/N                  <M^2>/N                    <M^4>                    Gamma
2.5075                    10000                      256             -0.001985625        0.195102288818359       0.0717313925742358         1.88444963019387
2.63894736842105                    10000                      256     0.000458833740234375        0.113821870578444       0.0295301673185018         2.27936812324672
2.77039473684211                    10000                      256    -0.000900367643070221       0.0763041220426492        0.014520386444161         2.49391803208648
2.90184210526316                    10000                      256      0.00205808579388943       0.0555001872316315      0.00808645326394868         2.62524103700369
3.03328947368421                    10000                      256     -0.00125927418523676       0.0431058921816822      0.00513037285968863         2.76105878270477
3.16473684210526                    10000                      256      0.00116997684602139       0.0344413499540591      0.00336826954928065         2.83953030371417
3.29618421052632                    10000                      256    -1.04023527945227e-05        0.029197855898056      0.00242174879845624         2.84071177366081
3.42763157894737                    10000                      256      0.00113687093658094       0.0253212347379393      0.00185838333992338         2.89844821023696
3.55907894736842                    10000                      256       0.0028745847152096       0.0224691615619427       0.0014559899275065         2.88392948047783
3.69052631578947                    10000                      256      0.00113721663465438       0.0209958887774072      0.00128794393036179         2.92165162473163
3.82197368421053                    10000                      256      0.00179216297524791       0.0190619570860119       0.0010563466439696         2.90717705245283
3.95342105263158                    10000                      256      0.00584874693866221       0.0169902420989335     0.000844077460380652         2.92403905333077
4.08486842105263                    10000                      256      0.00259681591677292       0.0162607998508333     0.000753734838684184         2.85059015526802
4.21631578947368                    10000                      256      0.00453460813121749       0.0146422818920896     0.000640990748497512         2.98974559120477
4.34776315789474                    10000                      256     -0.00187385366869874       0.0139698990513335     0.000574679772049212         2.94468860068955
4.47921052631579                    10000                      256    -0.000881122599089336       0.0128862487333665       0.0004798998859286         2.88999856300995
4.61065789473684                    10000                      256    -0.000434094188515269       0.0123521339206676     0.000442167966376988         2.89803277635197
4.74210526315789                    10000                      256     -0.00442227894304239       0.0128868077882903     0.000479066217216714         2.88472783146358
4.87355263157895                    10000                      256     0.000396006922287874       0.0112889961041379     0.000376319039139875         2.95287827643938
5.005                    10000                      256      0.00486304531520402       0.0110069953750551     0.000356810443745375         2.94509961938062
