T             MC_cycles-ac                  N_spins                    <M>/N                  <M^2>/N                    <M^4>                    Gamma
2.3                    50000                       64             -5.18125e-05        0.618902802734375        0.454484719747543         1.18651815430736
2.30050505050505                    50000                       64     -0.00039914345703125        0.618542342353582        0.454171100615053         1.18708174619361
2.3010101010101                    50000                       64     0.000838876338348389        0.617247636287655         0.45287376336152         1.18866175652586
2.30151515151515                    50000                       64    -0.000147689255721331        0.616539014834871         0.45184599045416         1.18869190337993
2.3020202020202                    50000                       64     0.000766769235537935        0.615968552222042        0.451405499733007          1.1897337061412
2.30252525252525                    50000                       64     0.000362198076930528        0.614176194544732        0.449348393185887         1.19123442292284
2.3030303030303                    50000                       64     0.000122815934495204          0.6155871429735        0.450780176140239         1.18955828906792
2.30353535353535                    50000                       64     0.000335629399897649        0.615037339529858        0.450097178244949         1.18988043679654
2.3040404040404                    50000                       64      0.00057077442093734        0.615325792903797        0.450343820710285         1.18941652509553
2.30454545454545                    50000                       64    -0.000238608164967285        0.614008518696116         0.44927438150277         1.19168881157544
2.30505050505051                    50000                       64     0.000581064674742239        0.613984160364226        0.449228710531201         1.19166221747892
2.30555555555556                    50000                       64    -0.000339154586445715         0.61163856211329        0.446711617723159         1.19409128883276
2.30606060606061                    50000                       64    -0.000242529929041321        0.612690686488333        0.447630058994243         1.19244040942833
2.30656565656566                    50000                       64    -0.000593253953014127        0.613049950456213        0.448157971715629         1.19244787120813
2.30707070707071                    50000                       64     0.000702885540698416        0.611277340086681        0.446285262465465         1.19436192952211
2.30757575757576                    50000                       64    -0.000782651741342659        0.611372501888186        0.445985200497897         1.19318736224199
2.30808080808081                    50000                       64     0.000293777106654152        0.610686418273972        0.445612734790237         1.19487113817232
2.30858585858586                    50000                       64    -0.000986978473270853        0.610403770664509        0.445209720614509         1.19489631720518
2.30909090909091                    50000                       64    -0.000183042153864486        0.610488253998307        0.445300656805573          1.1948096207246
2.30959595959596                    50000                       64     0.000999963996634587        0.610087716998389        0.444502174788598         1.19423371403327
2.31010101010101                    50000                       64     0.000634562443744742        0.608789179875903         0.44351760603918         1.19667719381564
2.31060606060606                    50000                       64     0.000473679003818351        0.608868439188962        0.443369385797486         1.19596584333319
2.31111111111111                    50000                       64    -0.000526697376556534        0.608308030967754        0.442882480618533         1.19685462046693
2.31161616161616                    50000                       64      0.00034955203534913        0.606499222364037        0.440745064952865         1.19819350597989
2.31212121212121                    50000                       64    -0.000456203824944767        0.606788807109921        0.441346584200532         1.19868383165265
2.31262626262626                    50000                       64     0.000281662181523524        0.605739404023611        0.440307979708115         1.20001010847481
2.31313131313131                    50000                       64     -0.00043730990284137        0.606566737778419        0.441122015064168         1.19895131977794
2.31363636363636                    50000                       64      0.00021412920327681        0.604931947430122        0.439391772875798         1.20071207781337
2.31414141414141                    50000                       64     -0.00033885292311988        0.605393934861998        0.439580095264624         1.19939404290323
2.31464646464646                    50000                       64     0.000544595542307625        0.604350866062863         0.43880574357164         1.20141764440375
2.31515151515151                    50000                       64      0.00119397593053486        0.603171703878566        0.437399279360329         1.20225375984948
2.31565656565657                    50000                       64     0.000155615587391461        0.604850456340427        0.438998434716936          1.1999604893824
2.31616161616162                    50000                       64    -0.000513819350644701        0.603409608653719        0.437682118055096         1.20208273689536
2.31666666666667                    50000                       64    -0.000710052842735382        0.603082680898649        0.437075268863214         1.20171787155208
2.31717171717172                    50000                       64    -0.000121234457566774        0.601858458073264        0.436024327213021         1.20371032100457
2.31767676767677                    50000                       64     0.000792873071160052        0.601287766075637        0.435375847716476         1.20420270297307
2.31818181818182                    50000                       64     0.000430863864173688        0.599878633002102        0.433873331765269         1.20569142050893
2.31868686868687                    50000                       64    -9.13892752122286e-05        0.600430354458814        0.434560956479748         1.20538400660683
2.31919191919192                    50000                       64     0.000443794704257481        0.600075110116076        0.434008753587729           1.205278090265
2.31969696969697                    50000                       64     0.000582255929225402        0.599283222536868        0.433242655458979         1.20633233856025
2.32020202020202                    50000                       64    -0.000214465225110585         0.59848076375055        0.432219759700553         1.20671365070949
2.32070707070707                    50000                       64    -0.000247960101914235        0.599142119159271        0.433084595723508         1.20646029673876
2.32121212121212                    50000                       64    -0.000481949937659241        0.597685301321269        0.431626058628825         1.20826586283691
2.32171717171717                    50000                       64    -7.54405467775926e-05        0.597636886848177        0.431446453391707         1.20795877697285
2.32222222222222                    50000                       64       7.088212414566e-05        0.598283489181808        0.431943371384182          1.2067374145385
2.32272727272727                    50000                       64     0.000492485753318978        0.597197469811748        0.430854654410978         1.20807770848341
2.32323232323232                    50000                       64    -0.000737292991010439        0.596524933531978        0.429934332266657         1.20821695220478
