T             MC_cycles-ac                  N_spins                    <M>/N                  <M^2>/N                    <M^4>                    Gamma
2.35                    50000                     1024        -0.00095926953125        0.225993432823181       0.0827222069146652          1.6196846788781
2.35050505050505                    50000                     1024    -6.52694599151611e-05        0.225119346923202       0.0824446523382189          1.6268100645396
2.3510101010101                    50000                     1024     0.000224638157279305         0.22541257784265       0.0823872217120728         1.62145001975459
2.35151515151515                    50000                     1024    -0.000549689000179953        0.222837334576853       0.0810096003597103         1.63140045654489
2.3520202020202                    50000                     1024     -0.00161042868056642        0.221621516566976       0.0802908044600045         1.63471468640896
2.35252525252525                    50000                     1024     0.000435463825324164        0.220626925211097       0.0797191611563321         1.63774278675863
2.3530303030303                    50000                     1024    -4.91840367358083e-05        0.219416211470311        0.078963432718796         1.64016898645508
2.35353535353535                    50000                     1024     0.000523960040621413        0.217743971982595       0.0780731264375427         1.64668029796285
2.3540404040404                    50000                     1024    -0.000324429300777283         0.21743316660156       0.0780439822173598         1.65077483507959
2.35454545454545                    50000                     1024     0.000535632379951096        0.215666775374715       0.0770172148011483         1.65585124646925
2.35505050505051                    50000                     1024     0.000897224182849605        0.214423857527425        0.076323568921225         1.66001671243514
2.35555555555556                    50000                     1024    -0.000873576442950894        0.214374499117265       0.0762012241336259         1.65811902662388
2.35606060606061                    50000                     1024    -0.000138081403949507        0.212978415807199       0.0754631003393375         1.66365572650873
2.35656565656566                    50000                     1024    -0.000498642390762105        0.210916989862291       0.0744244711258635         1.67298723761938
2.35707070707071                    50000                     1024     0.000509345835704027        0.211203520747851       0.0744765660994016         1.66961884204818
2.35757575757576                    50000                     1024     0.000562893490804268         0.20902183764682       0.0733903542825025         1.67979258958371
2.35808080808081                    50000                     1024     0.000297504188817461        0.208967951917824       0.0733495769087447          1.6797252111367
2.35858585858586                    50000                     1024     0.000607954834393439        0.207538321373744       0.0724330389379551         1.68166740692039
2.35909090909091                    50000                     1024    -0.000121339066910704        0.206277066804726       0.0718198198724382         1.68788330308577
2.35959595959596                    50000                     1024      0.00160810924423175        0.204461280711848       0.0708237897716346          1.6941700833724
2.36010101010101                    50000                     1024    -0.000686944520581618        0.203388251920822       0.0702958453905668         1.69933080743185
2.36060606060606                    50000                     1024     0.000287143853074162        0.203083574343515       0.0701424719792365         1.70071471856059
2.36111111111111                    50000                     1024    -8.13703961080982e-05        0.201693242115362       0.0693651522191048         1.70513453102183
2.36161616161616                    50000                     1024     0.000994359241172255        0.201220631173443       0.0692318117143353         1.70986051265943
2.36212121212121                    50000                     1024     0.000398968199144646        0.199894565706313        0.068468221323931         1.71351168583986
2.36262626262626                    50000                     1024     0.000981949117988198        0.199120006680924       0.0680144534395087         1.71542374019594
2.36313131313131                    50000                     1024     -0.00121727520028145        0.198247153518677       0.0675103087426875         1.71773503440843
2.36363636363636                    50000                     1024    -0.000942837624531278        0.196602057373729       0.0667227517990395         1.72622671231104
2.36414141414141                    50000                     1024    -0.000876955355236771        0.195103759449201       0.0658683825251209         1.73039687929154
2.36464646464646                    50000                     1024      0.00015687139107859        0.194855748899818       0.0658230282137048         1.73361003156557
2.36515151515152                    50000                     1024     0.000822046569471785         0.19379180969007       0.0650963650936277          1.7333485523757
2.36565656565657                    50000                     1024      -0.0008047087845147        0.193388325808698       0.0649575910758914         1.73687835723337
2.36616161616162                    50000                     1024    -0.000659219209842238        0.191464169108231       0.0639992681097523         1.74582209134083
2.36666666666667                    50000                     1024    -0.000367697189375961          0.1904956219124       0.0634083418442221         1.74733589481397
2.36717171717172                    50000                     1024     -0.00079411793917865        0.189923293992579       0.0631009655932564          1.7493613900525
2.36767676767677                    50000                     1024    -0.000208140050579998        0.188466446594552       0.0622498361672534         1.75254883367184
2.36818181818182                    50000                     1024     0.000350495298823186        0.187632879118581       0.0618425818298863         1.75658725409587
2.36868686868687                    50000                     1024    -0.000149079053193474        0.186928588321007       0.0615293669605598         1.76088500217025
2.36919191919192                    50000                     1024     7.71690352487116e-05        0.186371930310115       0.0612783451229727         1.76419270353115
2.36969696969697                    50000                     1024     0.000334155973538599        0.185019820538705       0.0606355301765067         1.77129406923781
2.37020202020202                    50000                     1024     0.000293251382419291         0.18337466539572       0.0597154661901571         1.77585768220768
2.37070707070707                    50000                     1024     0.000635173169080315        0.182380337594477       0.0592347660114496          1.7808225514116
2.37121212121212                    50000                     1024    -0.000643191877620207        0.182044454153093       0.0590434814703304         1.78162809050885
2.37171717171717                    50000                     1024    -0.000575222967956799        0.181919714374967       0.0588908502765197         1.77946026130216
2.37222222222222                    50000                     1024     0.000100748513382035        0.179627047042819        0.057781873177314         1.79080441283546
2.37272727272727                    50000                     1024      0.00071363874497201        0.179055717928605       0.0574484521504147          1.7918512062227
2.37323232323232                    50000                     1024      0.00127568297253369        0.178738160623142       0.0574500132350826         1.79827275462118
2.37373737373737                    50000                     1024    -0.000690703546584714        0.177685847856346       0.0567512857155586         1.79750466915278
2.37424242424242                    50000                     1024     0.000178663017231779        0.177410531570992       0.0566405331318758         1.79956914480978
2.37474747474747                    50000                     1024     -0.00177204114618972        0.175673879735044       0.0558301173045579         1.80906493107854
2.37525252525253                    50000                     1024    -0.000958633988393183        0.175001448317898       0.0555115040964107          1.8125905394301
2.37575757575758                    50000                     1024    -0.000602867054100429        0.173854616497178       0.0548848658298214          1.8158507603482
2.37626262626263                    50000                     1024    -0.000444023717485752        0.172623506425344       0.0543418623927536         1.82362127585028
2.37676767676768                    50000                     1024      0.00147883554455884        0.171774786962844       0.0539016908753197         1.82676865834388
2.37727272727273                    50000                     1024    -0.000203867301216352        0.171272540345649       0.0536455434510096         1.82876613385086
2.37777777777778                    50000                     1024     -0.00124901600266613        0.169761652693991       0.0528834176394771         1.83501798390091
2.37828282828283                    50000                     1024     -0.00046445009921901        0.168432269607702       0.0522301193866239         1.84107049059664
2.37878787878788                    50000                     1024        0.001107911674795        0.167974482135036        0.052068025802747         1.84537439221935
2.37929292929293                    50000                     1024     0.000234362100749492        0.165990774693917       0.0510345606205582         1.85223666338997
2.37979797979798                    50000                     1024     0.000203128355673901        0.166443730605199       0.0513379802152605         1.85312150342459
2.38030303030303                    50000                     1024    -0.000258612975746516        0.164740256397603       0.0503255349118354          1.8543381126894
2.38080808080808                    50000                     1024      0.00103083802607659        0.164711854127908       0.0504075000511705         1.85799887744468
2.38131313131313                    50000                     1024     0.000498397542775984        0.164086260535417       0.0500545357243196         1.85908395232771
2.38181818181818                    50000                     1024     0.000914392421635037        0.163697514595629        0.049895392038402         1.86198538621198
2.38232323232323                    50000                     1024    -0.000147082578865075        0.162679203645469       0.0493531948799579         1.86488131007965
2.38282828282828                    50000                     1024     0.000226434855216908        0.161798147281571       0.0488955093247805         1.86776350714198
