T             MC_cycles-ac                  N_spins                    <M>/N                  <M^2>/N                    <M^4>                    Gamma
2.35                    50000                       64            -0.0003895625        0.571043208984375        0.403260974905014         1.23665413343173
2.35050505050505                    50000                       64     5.35163085937499e-05        0.571111664140844        0.402834994655973         1.23505168034584
2.3510101010101                    50000                       64     0.000134708619232178        0.569472872843363        0.401465786138266         1.23794815667278
2.35151515151515                    50000                       64     2.80229822175502e-05        0.570217768380685        0.402032770426904         1.23645969009009
2.3520202020202                    50000                       64     0.000555606285909715        0.568803306097861        0.400651863184647           1.238348671843
2.35252525252525                    50000                       64     0.000192805634821734         0.56865814656509        0.400450165407251         1.23835723828668
2.3530303030303                    50000                       64     0.000352676258804409        0.567953699661781        0.400043062594236         1.24016901821926
2.35353535353535                    50000                       64    -0.000192761443345618        0.567809723478996        0.399891322855252         1.24032737747827
2.3540404040404                    50000                       64     -0.00108755118975523        0.568551436760827        0.400332015662499         1.23845662446319
2.35454545454545                    50000                       64     6.31757012660075e-05        0.566368036900312         0.39813971993072         1.24118933397934
2.35505050505051                    50000                       64    -0.000258963787966772        0.565702774610276         0.39744808434522         1.24194908086291
2.35555555555556                    50000                       64     0.000787345369081302        0.566241240790396        0.397900421619463         1.24099892536157
2.35606060606061                    50000                       64    -0.000893519772860811        0.566690207061543         0.39849072063339         1.24087146413441
2.35656565656566                    50000                       64    -0.000315146124645095        0.564382573491383         0.39610103898484         1.24353722561488
2.35707070707071                    50000                       64     0.000891195084180242        0.563748620668298        0.395412405389434         1.24416879858493
2.35757575757576                    50000                       64      0.00152664249231903        0.562821017300309        0.394524002253845         1.24546869659574
2.35808080808081                    50000                       64     0.000528447878894249        0.562939992700618        0.394691390430236         1.24547050395891
2.35858585858586                    50000                       64     0.000686888199810772        0.562475933105291        0.394298934964009         1.24628599389285
2.35909090909091                    50000                       64    -4.49892371877957e-05        0.561663570213211        0.393425764803284         1.24712586166196
2.35959595959596                    50000                       64    -0.000204570295683106        0.560811470302007        0.392488846171294         1.24793953649788
2.36010101010101                    50000                       64    -0.000200194641087005        0.561934777623787         0.39352872115808         1.24624839561695
2.36060606060606                    50000                       64    -0.000128500304126698        0.560454939813907         0.39198259598308         1.24791608349969
2.36111111111111                    50000                       64     0.000403049218274802        0.560874667356929         0.39251481582059          1.2477408802334
2.36161616161616                    50000                       64    -0.000749495235596446        0.559036087760434        0.390458382462709         1.24938147645912
2.36212121212121                    50000                       64     0.000183891413694381        0.558121986232612        0.389652777880063         1.25089113434911
2.36262626262626                    50000                       64     0.000562787330333897        0.558103446337555        0.389588992968874         1.25076946311004
2.36313131313131                    50000                       64     0.000893379355203647         0.55843439900992        0.389975407526904         1.25052648891459
2.36363636363636                    50000                       64     0.000458895905242506         0.55831504380857        0.389764319474551         1.25038403359342
